kilojoules,name,pr_count,average_heartrate,average_watts,total_elevation_gain,elapsed_time,time,date,time_bins,achievement_count,moving_time,sport_type,weighted_average_watts,average_cadence,distance,average_speed,performance_label
830.9,Morning Ride,11.0,157.9,147.5,1535.43,99.53,6.0,2019-09-17 06:23:45,4am-8am,45.0,93.88,Ride,154.0,93.8,30.13,19.25,0.2
539.3,Morning Ride,0.0,135.9,118.3,1151.57,75.97,6.0,2019-09-10 06:18:04,4am-8am,11.0,75.97,Ride,128.0,88.4,22.11,17.46,0.8
707.1,Morning Ride,8.0,147.8,135.1,1729.0,111.9,6.0,2019-09-03 06:22:35,4am-8am,21.0,87.25,Ride,148.0,86.1,24.98,17.18,0.8
755.3,Morning Ride ,0.0,141.5,138.1,1391.08,96.18,6.0,2019-08-27 06:43:28,4am-8am,0.0,91.17,Ride,152.0,90.1,26.01,17.12,0.8
507.0,Morning Ride,6.0,160.8,91.1,666.01,98.15,7.0,2019-08-24 07:10:58,4am-8am,7.0,92.77,Ride,146.0,81.6,30.73,19.87,0.5
1367.5,Morning Ride,49.0,157.9,145.6,1220.47,196.62,6.0,2019-08-17 06:52:09,4am-8am,112.0,156.55,Ride,157.0,90.2,57.84,22.17,0.2
1113.3,2 Flats 1 Detour ,32.0,159.2,145.2,1118.77,162.9,6.0,2019-08-10 06:18:10,4am-8am,83.0,127.8,Ride,158.0,94.9,46.18,21.68,0.2
1289.1,Morning Ride,18.0,156.3,132.4,1217.19,189.72,6.0,2019-08-03 06:43:50,4am-8am,87.0,162.33,Ride,142.0,93.2,58.2,21.51,0.2
655.6,Morning Ride,9.0,141.2,128.9,246.06,118.92,9.0,2019-08-02 09:09:16,8am-12pm,15.0,84.78,Ride,152.0,90.1,24.59,17.4,0.5
1057.2,Morning Ride,14.0,160.6,128.1,1177.82,197.2,6.0,2019-06-22 06:44:32,4am-8am,56.0,137.57,Ride,135.0,93.1,48.42,21.12,0.2
1207.9,painful first day back ,1.0,156.7,108.2,1450.13,243.7,7.0,2019-06-08 07:35:57,4am-8am,6.0,186.12,Ride,118.0,92.8,57.94,18.68,0.2
475.8,Sexy morning weather ,12.0,129.6,122.9,1345.14,64.8,8.0,2019-05-17 08:32:21,4am-8am,38.0,64.53,Ride,152.0,88.3,18.25,16.97,0.8
1282.5,Morning Ride,21.0,125.5,131.0,1269.69,298.7,7.0,2019-05-04 07:16:37,4am-8am,35.0,163.17,Ride,137.0,96.1,56.77,20.88,0.2
1058.9,Morning Ride,9.0,138.6,102.1,1279.53,242.88,7.0,2019-04-27 07:31:19,4am-8am,36.0,172.83,Ride,118.0,73.5,57.88,20.09,0.8
1047.8,Morning Ride ,18.0,140.0,99.4,1174.54,222.73,7.0,2019-04-13 07:19:47,4am-8am,48.0,175.65,Ride,116.0,87.5,58.26,19.9,0.2
741.6,San Marcos-Carlsbad w/ cute climb at the end ,3.0,128.6,101.9,2529.53,169.4,9.0,2019-04-04 09:04:05,8am-12pm,3.0,121.27,Ride,119.0,95.3,35.09,17.36,0.8
405.9,Morning Ride,5.0,129.6,109.7,1112.2,68.62,7.0,2019-03-10 07:42:30,4am-8am,16.0,61.68,Ride,136.0,85.1,17.26,16.79,0.8
369.2,Morning Ride,0.0,130.2,90.2,406.82,93.12,9.0,2019-01-26 09:03:47,8am-12pm,1.0,68.25,Ride,125.0,89.7,17.69,15.55,0.3
306.9,Morning Ride,4.0,112.0,127.8,715.22,51.13,8.0,2019-01-09 08:21:57,4am-8am,14.0,40.03,Ride,143.0,96.9,12.04,18.05,0.3
899.2,Morning Ride,0.0,144.9,112.3,856.3,155.67,8.0,2019-01-05 08:53:36,4am-8am,0.0,133.42,Ride,117.0,96.6,42.02,18.9,0.2
789.4,Sunday Ride,1.0,128.3,144.5,787.4,100.62,8.0,2018-12-16 08:21:52,4am-8am,7.0,91.05,Ride,142.0,96.3,31.0,20.43,0.3
253.6,active recovery,7.0,118.1,140.0,79.4,30.18,23.0,2018-12-12 23:40:01,8pm-12am,50.0,30.18,Ride,147.0,92.9,10.24,20.36,0.3
289.1,Zwift - Jon's Short Mix,19.0,132.9,162.0,87.93,29.73,1.0,2018-11-27 01:00:57,12am-4am,51.0,29.73,Ride,185.0,85.3,10.3,20.78,0.1
330.8,Chino Hills Mountain Biking,1.0,124.9,86.9,1249.67,97.53,8.0,2018-11-17 08:15:09,4am-8am,7.0,63.43,Ride,152.0,90.1,9.49,8.97,0.8
299.6,Zwift - NYC,1.0,119.4,165.4,268.7,30.18,17.0,2018-11-07 17:31:04,4pm-8pm,2.0,30.18,Ride,182.0,83.2,10.12,20.11,0.3
204.9,Newport Beach Cycling,44.0,121.2,143.5,156.5,69.13,7.0,2018-11-04 07:13:41,4am-8am,55.0,23.8,Ride,152.0,103.7,8.28,20.88,0.3
1001.3,Morning Ride,10.0,129.1,138.7,833.33,139.4,7.0,2018-10-20 07:37:08,4am-8am,53.0,120.33,Ride,154.0,95.7,41.95,20.92,0.2
25.7,Trail #1,0.0,123.7,165.6,88.58,2.58,11.0,2018-10-19 11:42:39,8am-12pm,0.0,2.58,Ride,152.0,90.1,0.53,12.28,0.1
1351.6,Morning Ride,30.0,124.5,188.0,843.18,148.95,7.0,2018-10-06 07:37:35,4am-8am,50.0,119.83,Ride,152.0,90.1,41.67,20.87,0.2
319.9,Morning Ride,8.0,124.4,155.4,433.07,37.95,7.0,2018-09-28 07:49:05,4am-8am,15.0,34.32,Ride,152.0,90.1,10.85,18.96,0.3
332.2,Morning Ride,14.0,110.2,181.3,485.56,38.28,7.0,2018-09-28 07:10:38,4am-8am,21.0,30.53,Ride,152.0,90.1,10.1,19.85,0.3
315.4,Afternoon Ride,4.0,129.6,161.8,226.38,45.35,15.0,2018-09-26 15:55:48,12pm-4pm,5.0,32.48,Ride,152.0,90.1,10.37,19.15,0.3
395.8,Morning Ride,10.0,129.6,127.0,1040.03,60.13,7.0,2018-09-22 07:29:44,4am-8am,13.0,51.93,Ride,152.0,90.1,13.44,15.53,0.8
96.0,Morning Ride,0.0,129.6,92.6,52.49,20.35,7.0,2018-09-21 07:08:45,4am-8am,0.0,17.27,Ride,152.0,90.1,4.09,14.23,0.1
185.8,Morning Ride,0.0,129.6,53.4,777.56,91.73,9.0,2018-09-11 09:15:19,8am-12pm,2.0,58.02,Ride,152.0,90.1,7.0,7.24,0.7
874.0,Morning Ride,18.0,133.2,123.5,1095.8,144.4,7.0,2018-09-01 07:39:00,4am-8am,75.0,117.95,Ride,136.0,99.0,41.67,21.2,0.2
18.3,Morning Ride,0.0,111.5,38.9,3.28,8.12,6.0,2018-08-15 06:14:46,4am-8am,0.0,7.83,Ride,152.0,90.1,1.13,8.65,0.9
644.8,Morning Ride,25.0,137.5,117.6,813.65,118.9,6.0,2018-07-26 06:18:04,4am-8am,34.0,91.42,Ride,133.0,91.7,30.85,20.25,0.8
320.8,Afternoon Ride,0.0,149.3,142.1,32.81,45.7,14.0,2018-07-12 14:34:30,12pm-4pm,0.0,37.62,Ride,152.0,87.5,11.77,18.78,0.5
835.7,Morning Ride,69.0,135.1,114.6,980.97,138.68,6.0,2018-07-07 06:45:26,4am-8am,116.0,121.52,Ride,133.0,93.5,43.44,21.45,0.2
169.1,Lunch Ride,1.0,109.3,62.0,226.38,111.35,12.0,2018-06-13 12:03:24,8am-12pm,2.0,45.5,Ride,152.0,90.1,8.02,10.57,0.9
957.9,Morning Ride,40.0,154.0,123.3,1512.47,153.62,8.0,2018-05-12 08:18:34,4am-8am,85.0,129.48,Ride,134.0,101.5,44.09,20.43,0.2
1070.2,Morning Ride,74.0,140.5,131.7,531.5,145.75,7.0,2018-05-05 07:35:36,4am-8am,99.0,135.38,Ride,140.0,97.3,45.34,20.09,0.2
33.1,GCN Power Threshold Workout ,0.0,154.1,17.7,0.0,43.48,17.0,2018-04-16 17:38:27,4pm-8pm,0.0,31.18,Ride,152.0,84.5,2.27,4.37,0.7
240.5,Morning Ride,0.0,124.4,174.9,448.82,22.92,8.0,2018-04-08 08:59:10,4am-8am,0.0,22.92,Ride,181.0,98.3,7.48,19.59,0.3
776.2,Morning Ride,6.0,125.4,131.3,1453.41,120.33,8.0,2018-03-31 08:36:34,4am-8am,7.0,98.53,Ride,149.0,96.7,30.62,18.64,0.8
736.5,Morning Ride,22.0,124.4,125.3,702.1,106.65,8.0,2018-03-24 08:09:33,4am-8am,24.0,97.98,Ride,139.0,93.4,31.11,19.05,0.3
344.2,Brick Ride,1.0,121.1,138.7,154.2,41.35,6.0,2018-02-04 06:24:56,4am-8am,5.0,41.35,Ride,146.0,100.3,12.24,17.76,0.3
571.2,Morning Ride w/ Emilio ,4.0,114.7,125.7,767.72,79.17,8.0,2018-01-21 08:08:26,4am-8am,17.0,75.73,Ride,148.0,92.4,20.03,15.86,0.3
972.7,Morning Ride,15.0,129.6,123.5,1335.3,202287.63,7.0,2017-11-18 07:36:31,4am-8am,53.0,131.27,Ride,140.0,99.4,39.5,18.05,0.6
946.4,Morning Ride,62.0,122.2,120.7,869.42,164.8,7.0,2017-11-18 07:36:20,4am-8am,70.0,130.63,Ride,138.0,96.9,39.56,18.17,0.2
492.7,Didn’t charge the Di2!😭 pure saddle time on my FIXIE lol,6.0,120.5,107.9,485.56,76.78,6.0,2017-11-16 06:48:37,4am-8am,24.0,76.12,Ride,124.0,101.8,20.01,15.77,0.3
515.9,Morning Ride,0.0,129.6,112.4,685.7,77.18,6.0,2017-11-16 06:48:20,4am-8am,3.0,76.52,Ride,129.0,105.3,20.07,15.73,0.3
544.35,Indoor Test Ride,0.0,144.9,128.4,0.0,47.87,18.0,2017-11-12 18:33:06,4pm-8pm,0.0,47.87,Ride,152.0,87.0,11.13,13.95,0.5
494.5,Morning Ride,0.0,129.6,86.1,728.35,109.33,7.0,2017-10-22 07:43:22,4am-8am,0.0,95.75,Ride,119.0,72.7,20.04,12.56,0.8
80.6,Morning Ride,0.0,129.6,41.0,127.95,47.83,9.0,2017-09-23 09:03:59,8am-12pm,0.0,32.78,Ride,152.0,61.9,5.51,10.09,0.4
112.9,Morning Ride,0.0,129.6,42.4,154.2,53.17,9.0,2017-09-17 09:36:28,8am-12pm,0.0,44.33,Ride,152.0,65.5,7.7,10.42,0.4
57.1,Morning Ride,0.0,129.6,30.9,45.93,33.28,8.0,2017-09-16 08:01:08,4am-8am,1.0,30.78,Ride,152.0,60.8,4.93,9.61,0.4
57.1,Morning Ride,0.0,129.6,30.9,45.93,33.28,8.0,2017-09-16 08:01:08,4am-8am,1.0,30.78,Ride,152.0,60.8,4.93,9.61,0.4
57.1,Morning Ride,1.0,129.6,30.9,45.93,33.28,8.0,2017-09-16 08:01:08,4am-8am,1.0,30.78,Ride,152.0,60.8,4.93,9.61,0.4
61.9,Evening Ride,0.0,129.6,25.4,209.97,75661.57,18.0,2017-07-25 18:59:28,4pm-8pm,0.0,40.62,Ride,152.0,52.8,5.38,7.95,1.0
61.9,Evening Ride,0.0,129.6,25.4,209.97,75661.57,18.0,2017-07-25 18:59:28,4pm-8pm,0.0,40.62,Ride,152.0,52.8,5.38,7.95,1.0
9.2,Evening Ride,0.0,129.6,16.1,6.56,15.3,19.0,2017-07-24 19:14:46,4pm-8pm,0.0,9.55,Ride,152.0,46.1,1.03,6.47,0.4
500.7,Morning Ride,8.0,129.6,137.8,715.22,68.63,7.0,2017-07-14 07:22:32,4am-8am,26.0,60.57,Ride,152.0,90.1,18.04,17.87,0.3
1228.5,Morning Ride,33.0,155.4,145.8,593.83,172.8,6.0,2017-07-01 06:48:38,4am-8am,33.0,140.43,Ride,152.0,90.1,44.23,18.9,0.2
228.8,Test riding the CO-OP ADV 3.1 touring bike ,2.0,127.4,61.8,245.08,71.03,19.0,2017-06-27 19:25:20,4pm-8pm,4.0,61.7,Ride,152.0,90.1,12.89,12.53,0.3
540.3,Temple ,3.0,129.6,137.7,227.03,65.93,8.0,2017-06-13 08:23:13,4am-8am,9.0,65.38,Ride,152.0,90.1,20.12,18.46,0.3
498.7,Morning Ride,2.0,129.6,128.1,134.51,76.47,8.0,2017-06-13 08:21:30,4am-8am,5.0,64.87,Ride,152.0,90.1,19.97,18.47,0.3
544.35,Morning Ride,0.0,129.6,128.4,451.44,71.13,7.0,2017-05-23 07:26:58,4am-8am,2.0,69.6,Ride,152.0,90.1,20.28,17.48,0.3
499.8,Morning Ride,15.0,129.6,117.9,538.06,72.97,7.0,2017-05-23 07:25:27,4am-8am,36.0,70.67,Ride,152.0,90.1,20.33,17.26,0.3
346.5,Morning Ride,0.0,129.6,88.1,200.13,75.42,7.0,2017-05-21 07:20:37,4am-8am,33.0,65.53,Ride,152.0,90.1,16.63,15.22,0.3
207.2,Morning Ride,0.0,129.6,37.4,856.3,128.1,8.0,2017-05-06 08:49:09,4am-8am,6.0,92.25,Ride,152.0,56.6,8.04,5.23,0.4
109.4,Morning Ride,0.0,129.6,42.6,177.17,45.02,6.0,2017-04-30 06:50:08,4am-8am,1.0,42.8,Ride,152.0,90.1,7.24,10.15,0.7
187.3,Morning Ride,0.0,119.6,39.1,291.99,93.07,7.0,2017-04-28 07:02:53,4am-8am,0.0,79.93,Ride,152.0,61.2,13.03,9.78,0.4
187.3,Morning Ride,0.0,119.6,39.1,291.99,93.07,7.0,2017-04-28 07:02:53,4am-8am,0.0,79.93,Ride,152.0,61.2,13.03,9.78,0.4
191.0,Evening Ride,2.0,127.1,49.4,249.34,66.57,18.0,2017-04-26 18:49:11,4pm-8pm,4.0,64.48,Ride,152.0,65.7,12.33,11.47,0.4
31.5,Evening Ride,0.0,115.9,40.0,62.34,13.15,19.0,2023-08-13 19:39:30,4pm-8pm,0.0,13.15,Ride,152.0,90.1,2.14,9.76,0.9
1366.5,shift in the force ,9.0,154.5,143.5,1325.46,169.27,7.0,2023-08-12 07:31:32,4am-8am,17.0,158.72,Ride,160.0,89.8,50.21,18.98,0.2
1475.5,Fresh Daily ,20.0,151.6,156.9,2368.77,181.98,7.0,2023-08-05 07:00:43,4am-8am,33.0,156.75,Ride,177.0,88.3,47.66,18.24,0.2
79.0,Evening Ride,0.0,113.1,55.6,180.45,25.78,19.0,2023-08-02 19:26:29,4pm-8pm,0.0,23.67,Ride,152.0,90.1,3.55,9.01,0.9
1285.8,Canceled meeting ,9.0,155.3,166.7,1299.21,150.45,6.0,2023-07-21 06:32:07,4am-8am,18.0,128.55,Ride,189.0,88.7,40.54,18.92,0.2
214.1,baby girl new hard tail ,0.0,129.6,50.7,370.73,86.38,7.0,2023-07-15 07:50:04,4am-8am,4.0,70.35,Ride,152.0,90.1,10.67,9.1,0.7
79.0,Morning Ride,0.0,112.5,38.2,127.95,46.47,9.0,2023-07-12 09:23:39,8am-12pm,0.0,34.52,Ride,152.0,90.1,4.5,7.82,0.9
62.0,Afternoon Ride,0.0,105.8,40.2,108.27,25.73,15.0,2023-07-09 15:53:46,12pm-4pm,0.0,25.73,Ride,152.0,90.1,3.87,9.02,0.9
1380.3,Goooof balling ,11.0,159.7,161.5,2070.21,151.25,7.0,2023-07-08 07:23:45,4am-8am,25.0,142.45,Ride,183.0,88.8,43.89,18.49,0.2
1113.0,what can I climb in less than 2 hrs,3.0,157.8,152.7,2395.01,128.07,6.0,2023-06-24 06:59:46,4am-8am,20.0,121.47,Ride,174.0,88.6,35.19,17.38,0.2
1129.5,Woke up and body said fruku ,4.0,150.5,153.0,1656.82,137.77,7.0,2023-06-10 07:02:59,4am-8am,15.0,123.07,Ride,170.0,89.3,34.86,16.99,0.2
57.4,Afternoon Ride,0.0,113.3,39.1,111.55,24.5,14.0,2023-06-09 14:17:47,12pm-4pm,0.0,24.5,Ride,152.0,90.1,3.58,8.77,0.9
54.8,Morning Ride,0.0,109.7,37.5,85.3,24.98,10.0,2023-06-03 10:45:27,8am-12pm,0.0,24.37,Ride,152.0,90.1,3.72,9.16,0.9
1343.3,Yorba ,3.0,148.5,143.0,2247.38,168.32,6.0,2023-06-03 06:06:11,4am-8am,14.0,156.53,Ride,166.0,86.3,45.85,17.58,0.2
105.6,Stroll ,1.0,129.6,48.9,0.0,43.93,9.0,2023-05-29 09:02:05,8am-12pm,3.0,35.95,Ride,152.0,90.1,5.94,9.92,0.7
1851.2,70 miles solo w/ stroll ,0.0,147.2,143.1,1141.73,290.22,6.0,2023-05-29 06:07:32,4am-8am,7.0,215.63,Ride,156.0,85.4,64.67,17.99,0.2
66.3,Morning Ride,0.0,156.0,107.1,59.06,10.32,9.0,2023-05-27 09:18:06,8am-12pm,0.0,10.32,Ride,116.0,81.2,2.76,16.03,0.1
1090.7,High viz long sleeve yay ,0.0,144.1,139.8,1167.98,146.67,7.0,2023-05-19 07:48:06,4am-8am,2.0,129.98,Ride,147.0,87.7,40.19,18.55,0.2
1268.1,took it chill then tried to get sautéed last half ,4.0,155.7,173.4,620.08,156.4,7.0,2023-05-13 07:30:48,4am-8am,12.0,121.9,Ride,185.0,86.8,42.0,20.67,0.2
1095.5,rush hour riding = two thumbs down ,9.0,145.0,149.6,1561.68,139.08,7.0,2023-05-03 07:42:29,4am-8am,23.0,122.03,Ride,177.0,86.4,36.08,17.74,0.2
657.9,Chill bill vol 3,0.0,127.5,135.7,826.77,85.92,7.0,2023-04-29 07:38:15,4am-8am,0.0,80.78,Ride,137.0,86.9,20.55,15.27,0.8
1514.5,Mystical Friday ,1.0,154.7,157.6,2257.22,179.95,7.0,2023-04-28 07:43:41,4am-8am,13.0,160.13,Ride,173.0,88.3,47.37,17.75,0.2
636.2,EVCH_LOOP,0.0,145.6,149.9,393.7,75.05,8.0,2023-04-23 08:12:36,4am-8am,2.0,70.72,Ride,160.0,88.2,22.74,19.29,0.5
1041.6,Chiwah b4 mx ,13.0,146.0,140.9,1738.85,136.17,8.0,2023-03-28 08:34:55,4am-8am,29.0,123.17,Ride,149.0,84.9,35.18,17.14,0.2
232.9,He has an e bike ,1.0,108.4,103.5,744.75,48.47,17.0,2023-03-27 17:31:35,4pm-8pm,2.0,37.5,Ride,186.0,62.7,6.63,10.6,0.4
527.3,I miss the sun,0.0,156.4,144.2,511.81,63.28,7.0,2023-03-18 07:00:40,4am-8am,7.0,60.93,Ride,169.0,85.6,18.13,17.85,0.5
1167.0,Green Day ,4.0,145.6,141.3,2372.05,171.47,8.0,2023-02-26 08:22:31,4am-8am,18.0,137.67,Ride,156.0,79.9,38.05,16.58,0.2
1662.0,rodeo circle ,9.0,147.8,175.9,2431.1,215.25,7.0,2023-02-04 07:07:20,4am-8am,40.0,157.45,Ride,190.0,88.1,50.74,19.34,0.2
544.35,Laptop restart ,0.0,129.6,128.4,0.0,13.18,12.0,2023-02-02 12:31:43,8am-12pm,0.0,13.18,Ride,152.0,90.1,3.5,15.93,0.1
766.7,Chill MCC,4.0,132.7,98.2,1046.59,184.45,9.0,2023-01-21 09:47:29,8am-12pm,51.0,130.15,Ride,135.0,73.7,33.96,15.66,0.8
1332.1,As planned 🌦️,6.0,157.5,173.0,1272.97,146.15,7.0,2023-01-14 07:33:20,4am-8am,19.0,128.33,Ride,182.0,87.8,42.04,19.65,0.2
111.2,Afternoon Ride,0.0,129.6,37.5,134.51,68.95,15.0,2023-01-11 15:09:02,12pm-4pm,0.0,49.4,Ride,152.0,90.1,6.1,7.41,0.7
901.0,Feeling mad frail ,2.0,160.8,165.5,1351.71,110.38,10.0,2023-01-06 10:12:32,8am-12pm,16.0,90.73,Ride,181.0,88.5,27.02,17.87,0.2
544.35,Lunch Ride,0.0,129.6,128.4,0.0,3.0,11.0,2022-12-28 11:02:37,8am-12pm,0.0,3.0,Ride,152.0,90.1,0.8,16.0,0.1
1036.2,Fam ride,3.0,132.8,116.5,1194.23,185.32,8.0,2022-12-17 08:06:34,4am-8am,91.0,148.22,Ride,126.0,78.8,41.18,16.67,0.8
467.9,Ninja turtle ,1.0,130.3,118.2,298.56,70.72,6.0,2022-11-27 06:51:44,4am-8am,2.0,65.97,Ride,120.0,78.8,18.47,16.8,0.8
28.9,Morning Ride,0.0,124.6,111.8,78.74,4.78,7.0,2022-11-24 07:28:49,4am-8am,0.0,4.32,Ride,149.0,62.7,0.79,11.02,0.4
476.9,Family ride <3 ,1.0,116.5,107.9,892.39,85.47,9.0,2022-11-12 09:30:18,8am-12pm,1.0,73.67,Ride,169.0,74.8,17.03,13.87,0.8
732.6,Afternoon Ride,4.0,148.5,150.3,1125.33,85.77,15.0,2022-11-11 15:08:15,12pm-4pm,8.0,81.23,Ride,186.0,84.6,23.91,17.66,0.8
896.7,With Kohl ,2.0,136.8,108.8,1735.56,159.0,7.0,2022-10-28 07:17:24,4am-8am,7.0,137.35,Ride,145.0,72.3,35.86,15.67,0.8
1600.7,Burger Day ,114.0,157.7,160.0,725.07,246.53,7.0,2022-10-22 07:30:34,4am-8am,228.0,166.73,Ride,180.0,84.6,59.04,21.24,0.2
875.9,OOBER ,0.0,113.3,109.0,446.19,266.62,6.0,2022-10-08 06:49:42,4am-8am,2.0,133.95,Ride,119.0,72.3,38.0,17.02,0.8
1585.8,RODEO CIRCLE ,37.0,154.6,167.1,2286.75,188.82,6.0,2022-09-17 06:25:24,4am-8am,56.0,158.18,Ride,179.0,90.8,50.1,19.0,0.2
34.6,Morning Ride,0.0,147.4,105.0,13.12,5.48,7.0,2022-09-10 07:19:03,4am-8am,0.0,5.48,Ride,114.0,74.8,1.51,16.48,0.1
461.6,Morning Ride,0.0,130.4,125.1,321.52,65.83,8.0,2022-08-21 08:57:23,4am-8am,0.0,61.52,Ride,124.0,79.4,17.77,17.33,0.8
544.35,Afternoon Ride,0.0,129.6,128.4,0.0,1.0,14.0,2022-08-05 14:00:36,12pm-4pm,0.0,1.0,Ride,152.0,90.1,0.1,6.0,0.7
544.35,Lunch Ride,0.0,129.6,128.4,0.0,5.0,11.0,2022-07-30 11:29:54,8am-12pm,0.0,5.0,Ride,152.0,90.1,1.33,16.0,0.1
1861.8,High vis ,17.0,129.6,180.8,987.53,194.78,7.0,2022-07-30 07:24:24,4am-8am,25.0,171.62,Ride,190.0,90.5,57.38,20.06,0.2
567.4,It was Destiny ,9.0,129.6,151.5,511.81,105.95,8.0,2022-07-20 08:30:15,4am-8am,20.0,62.43,Ride,179.0,90.5,20.14,19.35,0.3
1496.9,Morning Ride,0.0,129.6,160.5,2746.06,168.35,6.0,2022-07-15 06:37:41,4am-8am,0.0,155.42,Ride,176.0,93.4,42.14,16.27,0.2
496.0,Morning Stroll ,1.0,129.6,124.0,239.5,88.0,7.0,2022-07-12 07:40:38,4am-8am,4.0,66.68,Ride,122.0,83.7,19.24,17.31,0.3
1544.0,Morning Ride,32.0,129.6,149.0,2040.68,253.97,6.0,2022-07-09 06:30:20,4am-8am,51.0,172.77,Ride,173.0,88.5,52.89,18.37,0.2
772.1,"Intervals for breakfast, dirt for dinner ",17.0,129.6,134.7,1745.41,118.65,17.0,2022-07-06 17:53:47,4pm-8pm,22.0,95.52,Ride,158.0,82.1,20.18,12.68,0.8
35.3,Evening Ride,0.0,101.8,29.5,49.21,49.68,19.0,2022-07-04 19:32:17,4pm-8pm,1.0,19.93,Ride,152.0,90.1,2.2,6.62,0.9
1442.3,making space ,5.0,129.6,152.5,2014.44,180.15,7.0,2022-07-04 07:28:52,4am-8am,19.0,157.67,Ride,163.0,96.2,46.7,17.77,0.2
1141.8,Morning Ride ,9.0,129.6,129.0,2831.36,193.5,7.0,2022-06-17 07:32:20,4am-8am,24.0,147.47,Ride,146.0,82.8,37.59,15.29,0.8
1769.6,Morning Ride,4.0,129.6,160.6,1791.34,231.03,6.0,2022-06-04 06:27:24,4am-8am,22.0,183.63,Ride,173.0,91.7,56.62,18.5,0.2
634.6,Morning Ride,3.0,117.4,87.3,1676.51,273.27,6.0,2022-04-30 06:29:36,4am-8am,5.0,121.22,Ride,152.0,90.1,21.5,10.64,0.8
257.6,SANTA CRUZ,1.0,129.6,51.0,324.8,112.98,16.0,2022-04-29 16:58:28,12pm-4pm,2.0,84.1,Ride,152.0,90.1,12.84,9.16,0.7
68.0,Afternoon Ride,0.0,115.4,94.4,65.62,25.13,14.0,2022-04-29 14:38:31,12pm-4pm,0.0,12.02,Ride,152.0,90.1,1.77,8.86,0.9
32.3,Morning Ride,0.0,129.6,120.5,13.12,4.47,8.0,2022-04-25 08:27:14,4am-8am,0.0,4.47,Ride,125.0,91.1,1.26,16.96,0.1
1131.4,Morning Ride,8.0,129.6,156.6,1633.86,136.73,8.0,2022-04-23 08:00:16,4am-8am,26.0,120.42,Ride,161.0,91.4,34.38,17.13,0.2
1935.3,Morning Ride,46.0,129.6,174.8,1322.18,250.12,8.0,2022-04-16 08:00:43,4am-8am,126.0,184.5,Ride,190.0,88.1,61.76,20.09,0.2
1010.7,Morning Ride,2.0,129.6,144.8,2273.62,130.02,8.0,2022-04-15 08:02:10,4am-8am,16.0,116.37,Ride,168.0,88.5,29.79,15.36,0.8
989.2,Morning Ride,4.0,129.6,136.1,872.7,131.07,7.0,2022-04-11 07:02:02,4am-8am,12.0,121.18,Ride,136.0,93.6,33.39,16.53,0.2
54.9,Evening Ride,0.0,112.4,42.5,141.08,23.67,19.0,2022-04-06 19:03:25,4pm-8pm,0.0,21.53,Ride,152.0,90.1,2.68,7.47,0.9
1238.6,Morning Ride ,6.0,129.6,170.7,1197.51,127.37,7.0,2022-04-04 07:38:04,4am-8am,12.0,120.95,Ride,180.0,95.4,36.77,18.24,0.2
786.9,Morning 🛳,3.0,129.6,144.9,567.59,100.62,7.0,2022-04-01 07:01:54,4am-8am,17.0,90.52,Ride,144.0,93.1,25.98,17.22,0.3
1624.8,Morning Ride,1.0,133.6,148.5,1624.02,303.37,7.0,2022-03-19 07:48:45,4am-8am,12.0,182.3,Ride,158.0,92.9,51.01,16.79,0.2
1819.2,Morning Ride,28.0,144.5,159.6,1266.4,204.32,7.0,2022-03-12 07:03:34,4am-8am,91.0,189.95,Ride,170.0,91.9,60.57,19.13,0.2
884.7,Morning Ride,7.0,121.2,178.6,718.5,94.38,7.0,2022-03-09 07:23:34,4am-8am,18.0,82.57,Ride,189.0,94.6,26.65,19.37,0.3
54.4,Lunch Ride,0.0,116.0,128.0,29.53,7.08,11.0,2022-03-05 11:16:42,8am-12pm,0.0,7.08,Ride,143.0,88.8,1.53,12.95,0.9
1385.8,Morning Ride ,111.0,116.7,175.0,1108.92,138.4,8.0,2022-03-05 08:57:57,4am-8am,176.0,131.95,Ride,182.0,92.8,45.06,20.49,0.2
588.0,Morning Ride,0.0,129.6,139.7,367.45,80.17,7.0,2022-03-02 07:31:09,4am-8am,1.0,70.13,Ride,134.0,95.8,20.13,17.22,0.3
1118.9,Morning Ride,5.0,122.8,150.7,1433.73,142.9,7.0,2022-02-11 07:04:09,4am-8am,20.0,123.72,Ride,157.0,94.8,35.58,17.26,0.2
1221.0,Morning Ride,10.0,129.6,152.6,921.92,144.35,6.0,2022-02-05 06:50:24,4am-8am,16.0,133.35,Ride,169.0,92.1,39.54,17.79,0.2
1261.0,Morning Ride,0.0,126.3,143.9,1364.83,162.58,7.0,2022-01-31 07:35:15,4am-8am,4.0,146.05,Ride,149.0,95.0,41.58,17.08,0.2
21.1,Afternoon Ride,0.0,111.7,33.2,42.65,10.58,17.0,2022-01-30 17:21:36,4pm-8pm,0.0,10.58,Ride,152.0,90.1,1.41,8.0,0.9
466.7,Morning Ride,0.0,112.3,129.8,246.06,83.18,8.0,2022-01-29 08:06:00,4am-8am,2.0,59.95,Ride,147.0,90.1,16.58,16.59,0.3
50.1,Morning Ride,0.0,155.0,126.7,22.97,6.58,9.0,2022-01-19 09:57:02,8am-12pm,0.0,6.58,Ride,126.0,96.2,1.82,16.56,0.1
996.6,Morning Ride,11.0,135.6,183.8,1030.18,100.02,8.0,2022-01-19 08:16:44,4am-8am,22.0,90.37,Ride,191.0,97.9,29.16,19.36,0.2
